,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
1012,"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,1,Younis Khan,51,100.0,154,0,1.0,0.4,281
1013,"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,2,MN Samuels,0,10.0,12,0,32.0,11.3,337
1014,"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,3,Younis Khan,0,5.0,8,0,41.0,16.6,208
1015,"30,31 October, 1,2,3 November 2016 ",2016/17,2229,Sharjah Cricket Stadium,4,MN Samuels,10,25.0,32,0,35.0,9.5,154
1016,"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",1,JP Duminy,11,23.0,43,0,5.0,3.1,242
1017,"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",2,SPD Smith (c),0,4.0,4,0,167.0,40.4,244
1018,"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",3,JP Duminy,141,225.0,332,0,45.0,20.1,540
1019,"03,04,05,06,07 November 2016 ",2016/17,2230,"W.A.C.A. Ground, Perth",4,SPD Smith (c),34,91.0,118,0,52.0,12.6,361
1020,"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,1,BKG Mendis,26,39.0,51,0,66.0,16.3,504
1021,"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,2,CR Ervine,64,112.0,152,0,17.0,5.4,272
1022,"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,3,WU Tharanga,17,14.0,30,0,16.0,11.4,258
1023,"6,7,8,9,10 November 2016 ",2016/17,2231,Harare Sports Club,4,CR Ervine,72,121.0,178,0,32.0,9.6,233
1024,"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",1,BM Duckett,13,17.0,21,0,76.0,26.3,537
1025,"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",2,V Kohli (c),40,95.0,135,0,277.0,91.1,488
1026,"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",3,BA Stokes,29,29.0,54,0,192.0,60.5,260
1027,"9,10,11,12,13 November 2016 ",2016/17,2232,"Saurashtra Cricket Association Stadium, Rajkot",4,V Kohli (c),49,98.0,129,0,47.0,16.4,172
1028,"12,13,14,15 November 2016 ",2016/17,2233,"Bellerive Oval, Hobart",1,SPD Smith (c),48,80.0,137,0,2.0,1.6,85
1029,"12,13,14,15 November 2016 ",2016/17,2233,"Bellerive Oval, Hobart",2,JP Duminy,1,4.0,9,0,44.0,18.5,326
1030,"12,13,14,15 November 2016 ",2016/17,2233,"Bellerive Oval, Hobart",3,SPD Smith (c),31,82.0,151,0,79.0,22.6,161
1031,"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",1,Younis Khan,2,8.0,15,0,53.0,17.6,133
1032,"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",2,LRPL Taylor,11,20.0,35,0,15.0,9.1,200
1033,"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",3,Younis Khan,1,8.0,15,0,58.0,40.5,171
1034,"17,18,19,20 November 2016 ",2016/17,2234,"Hagley Oval, Christchurch",4,HM Nicholls,0,0.0,2,0,104.0,30.6,108
1035,"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",1,V Kohli (c),167,267.0,401,0,22.0,4.6,455
1036,"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",2,BM Duckett,5,19.0,21,0,51.0,20.6,255
1037,"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",3,V Kohli (c),81,109.0,172,0,17.0,10.1,204
1038,"17,18,19,20,21 November 2016 ",2016/17,2235,"Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium, Visakhapatnam",4,BM Duckett,0,16.0,15,0,87.0,59.2,158
1039,"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,1,JP Duminy,5,11.0,14,0,36.0,12.1,259
1040,"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,2,SPD Smith (c),59,113.0,159,0,37.0,21.6,383
1041,"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,3,JP Duminy,26,70.0,87,0,82.0,25.6,250
1042,"24,25,26,27 November 2016 - day/night match ",2016/17,2236,Adelaide Oval,4,SPD Smith (c),40,52.0,84,0,64.0,18.5,127
1043,"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",1,LRPL Taylor,37,31.0,51,0,39.0,14.5,271
1044,"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",2,Younis Khan,2,13.0,16,1,8.0,4.6,216
1045,"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",3,LRPL Taylor,102,134.0,227,0,107.0,37.2,313
1046,"25,26,27,28,29 November 2016 ",2016/17,2237,"Seddon Park, Hamilton",4,Sarfaraz Ahmed †,19,21.0,38,0,159.0,67.4,230
1047,"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,MM Ali,16,45.0,42,0,51.0,14.1,283
1048,"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,V Kohli (c),62,127.0,161,0,73.0,25.6,417
1049,"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,JM Bairstow †,15,34.0,48,0,39.0,19.5,236
1050,"26,27,28,29 November 2016 ",2016/17,2238,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,V Kohli (c),6,11.0,11,0,88.0,17.2,104
1051,"8,9,10,11,12 December 2016 ",2016/17,2239,"Wankhede Stadium, Mumbai",1,MM Ali,50,104.0,125,0,136.0,38.2,400
1052,"8,9,10,11,12 December 2016 ",2016/17,2239,"Wankhede Stadium, Mumbai",2,V Kohli (c),235,340.0,515,0,146.0,52.2,631
1053,"8,9,10,11,12 December 2016 ",2016/17,2239,"Wankhede Stadium, Mumbai",3,MM Ali,0,3.0,7,0,43.0,11.5,195
1054,"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,SPD Smith (c),130,222.0,312,0,75.0,24.4,429
1055,"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,Younis Khan,0,1.0,1,0,43.0,19.4,142
1056,"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,SPD Smith (c),63,70.0,106,0,24.0,5.4,202
1057,"15,16,17,18,19 December 2016 - day/night match...
Name: 1, dtype: object",2016/17,2240,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,Younis Khan,65,147.0,207,0,54.0,26.2,450
1058,"16,17,18,19,20 December 2016 ",2016/17,2241,"MA Chidambaram Stadium, Chepauk, Chennai",1,MM Ali,146,262.0,365,0,21.0,12.4,477
1059,"16,17,18,19,20 December 2016 ",2016/17,2241,"MA Chidambaram Stadium, Chepauk, Chennai",2,V Kohli (c),15,29.0,44,0,181.0,50.5,759
1060,"16,17,18,19,20 December 2016 ",2016/17,2241,"MA Chidambaram Stadium, Chepauk, Chennai",3,MM Ali,44,97.0,113,0,110.0,43.4,207
1061,"26,27,28,29,30 December 2016 ",2016/17,2242,Melbourne Cricket Ground,1,Younis Khan,21,59.0,72,0,60.0,25.6,443
1062,"26,27,28,29,30 December 2016 ",2016/17,2242,Melbourne Cricket Ground,2,SPD Smith (c),165,246.0,412,0,244.0,48.5,624
1063,"26,27,28,29,30 December 2016 ",2016/17,2242,Melbourne Cricket Ground,3,Younis Khan,24,37.0,66,0,6.0,4.1,163
1064,"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",1,JP Duminy,63,95.0,141,0,105.0,39.2,286
1065,"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",2,BKG Mendis,0,9.0,8,0,19.0,6.2,205
1066,"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",3,JP Duminy,25,36.0,49,0,221.0,50.6,406
1067,"26,27,28,29,30 December 2016 ",2016/17,2243,"St George's Park, Port Elizabeth",4,BKG Mendis,58,90.0,129,0,93.0,34.6,281
1068,"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",1,JP Duminy,0,5.0,6,0,66.0,22.1,392
1069,"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",2,DM de Silva,16,22.0,39,0,56.0,23.3,110
1070,"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",3,JP Duminy,30,52.0,77,0,64.0,19.6,224
1071,"2,3,4,5 January 2017 ",2016/17,2244,"Newlands, Cape Town",4,DM de Silva,22,42.0,74,0,25.0,9.3,224
1072,"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,1,SPD Smith (c),24,40.0,43,0,203.0,48.1,538
1073,"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,2,Younis Khan,175,334.0,443,0,6.0,3.5,315
1074,"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,3,PSP Handscomb,40,25.0,26,0,174.0,24.6,241
1075,"03,04,05,06,07 January 2017 ",2016/17,2245,Sydney Cricket Ground,4,Babar Azam,9,11.0,14,0,55.0,16.6,244
1076,"12,13,14,15,16 January 2017 ",2016/17,2246,"Basin Reserve, Wellington",1,Mahmudullah,26,64.0,109,0,60.0,14.2,595
1077,"12,13,14,15,16 January 2017 ",2016/17,2246,"Basin Reserve, Wellington",2,LRPL Taylor,40,51.0,63,0,131.0,33.6,539
1078,"12,13,14,15,16 January 2017 ",2016/17,2246,"Basin Reserve, Wellington",3,Mahmudullah,5,9.0,12,0,63.0,16.3,160
1079,"12,13,14,15,16 January 2017 ",2016/17,2246,"Basin Reserve, Wellington",4,LRPL Taylor,60,77.0,120,1,39.0,11.2,217
1080,"12,13,14 January 2017 ",2016/17,2247,"The Wanderers Stadium, Johannesburg",1,JP Duminy,155,221.0,293,0,45.0,16.2,426
1081,"12,13,14 January 2017 ",2016/17,2247,"The Wanderers Stadium, Johannesburg",2,DM de Silva,10,24.0,33,0,47.0,14.5,131
1082,"12,13,14 January 2017 ",2016/17,2247,"The Wanderers Stadium, Johannesburg",3,DM de Silva,12,23.0,59,0,39.0,12.5,177
1083,"20,21,22,23 January 2017 ",2016/17,2248,"Hagley Oval, Christchurch",1,Shakib Al Hasan,59,78.0,124,0,38.0,10.2,289
1084,"20,21,22,23 January 2017 ",2016/17,2248,"Hagley Oval, Christchurch",2,LRPL Taylor,77,103.0,160,0,47.0,14.4,354
1085,"20,21,22,23 January 2017 ",2016/17,2248,"Hagley Oval, Christchurch",3,Shakib Al Hasan,8,7.0,14,0,58.0,19.4,173
1086,"9,10,11,12,13 February 2017 ",2016/17,2249,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,V Kohli (c),204,246.0,295,0,180.0,50.5,687
1087,"9,10,11,12,13 February 2017 ",2016/17,2249,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,Mahmudullah,28,57.0,78,0,44.0,16.4,388
1088,"9,10,11,12,13 February 2017 ",2016/17,2249,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,V Kohli (c),38,40.0,51,1,23.0,5.4,159
1089,"9,10,11,12,13 February 2017 ",2016/17,2249,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",4,Mahmudullah,64,149.0,200,0,71.0,21.6,250
1090,"23,24,25 February 2017 ",2016/17,2250,"Maharashtra Cricket Association Stadium, Pune",1,SE Marsh,16,55.0,65,0,,,260
1091,"23,24,25 February 2017 ",2016/17,2250,"Maharashtra Cricket Association Stadium, Pune",2,V Kohli (c),0,2.0,2,0,44.0,14.2,105
1092,"23,24,25 February 2017 ",2016/17,2250,"Maharashtra Cricket Association Stadium, Pune",3,PSP Handscomb,19,34.0,37,0,23.0,6.6,285
1093,"23,24,25 February 2017 ",2016/17,2250,"Maharashtra Cricket Association Stadium, Pune",4,V Kohli (c),13,37.0,33,0,16.0,5.3,107
1094,"4,5,6,7 March 2017 ",2016/17,2251,"M.Chinnaswamy Stadium, Bengaluru",1,V Kohli (c),12,17.0,25,0,72.0,27.5,189
1095,"4,5,6,7 March 2017 ",2016/17,2251,"M.Chinnaswamy Stadium, Bengaluru",2,SE Marsh,66,197.0,230,0,82.0,41.2,276
1096,"4,5,6,7 March 2017 ",2016/17,2251,"M.Chinnaswamy Stadium, Bengaluru",3,V Kohli (c),15,25.0,34,0,84.0,24.2,274
1097,"4,5,6,7 March 2017 ",2016/17,2251,"M.Chinnaswamy Stadium, Bengaluru",4,SE Marsh,9,19.0,24,0,42.0,9.1,112
1098,"07,08,09,10,11 March 2017 ",2016/17,2252,Galle International Stadium,1,LD Chandimal,5,54.0,71,0,60.0,22.3,494
1099,"07,08,09,10,11 March 2017 ",2016/17,2252,Galle International Stadium,2,Mushfiqur Rahim (c),85,161.0,248,0,127.0,40.3,312
1100,"07,08,09,10,11 March 2017 ",2016/17,2252,Galle International Stadium,3,LD Chandimal,50,75.0,116,0,134.0,41.4,274
1101,"07,08,09,10,11 March 2017 ",2016/17,2252,Galle International Stadium,4,Mushfiqur Rahim (c),34,98.0,115,0,80.0,18.5,197
1102,"08,09,10,11,12 March 2017 ",2016/17,2253,"University Oval, Dunedin",1,JP Duminy,1,2.0,3,0,20.0,18.2,308
1103,"08,09,10,11,12 March 2017 ",2016/17,2253,"University Oval, Dunedin",2,LRPL Taylor,15,27.0,52,0,117.0,34.3,341
1104,"08,09,10,11,12 March 2017 ",2016/17,2253,"University Oval, Dunedin",3,JP Duminy,39,91.0,119,0,39.0,21.1,224
1105,"15,16,17,18,19 March 2017 ",2016/17,2254,"P Sara Oval, Colombo",1,LD Chandimal,138,300.0,413,0,24.0,11.5,338
1106,"15,16,17,18,19 March 2017 ",2016/17,2254,"P Sara Oval, Colombo",2,Sabbir Rahman,42,54.0,82,0,130.0,41.3,467
1107,"15,16,17,18,19 March 2017 ",2016/17,2254,"P Sara Oval, Colombo",3,LD Chandimal,5,13.0,23,0,143.0,44.6,319
1108,"15,16,17,18,19 March 2017 ",2016/17,2254,"P Sara Oval, Colombo",4,Sabbir Rahman,41,76.0,124,0,22.0,7.6,191
1109,"16,17,18 March 2017 ",2016/17,2255,"Basin Reserve, Wellington",1,NT Broom,0,4.0,7,0,13.0,8.6,268
1110,"16,17,18 March 2017 ",2016/17,2255,"Basin Reserve, Wellington",2,HM Amla,21,63.0,91,0,12.0,5.3,359
1111,"16,17,18 March 2017 ",2016/17,2255,"Basin Reserve, Wellington",3,NT Broom,20,57.0,76,0,26.0,6.5,171
1112,"16,17,18 March 2017 ",2016/17,2255,"Basin Reserve, Wellington",4,JP Duminy,15,16.0,33,1,48.0,17.5,83
1113,"16,17,18,19,20 March 2017 ",2016/17,2256,"JSCA International Stadium Complex, Ranchi",1,SE Marsh,2,8.0,13,1,80.0,22.3,451
1114,"16,17,18,19,20 March 2017 ",2016/17,2256,"JSCA International Stadium Complex, Ranchi",2,V Kohli (c),6,23.0,38,0,193.0,70.4,603
1115,"16,17,18,19,20 March 2017 ",2016/17,2256,"JSCA International Stadium Complex, Ranchi",3,SPD Smith (c),21,68.0,98,0,23.0,7.2,204
1116,"25,26,27,28,29 March 2017 ",2016/17,2257,"Seddon Park, Hamilton",1,JP Duminy,20,61.0,85,0,5.0,3.1,314
1117,"25,26,27,28,29 March 2017 ",2016/17,2257,"Seddon Park, Hamilton",2,NT Broom,12,11.0,17,0,273.0,89.5,489
1118,"25,26,27,28,29 March 2017 ",2016/17,2257,"Seddon Park, Hamilton",3,JP Duminy,13,36.0,59,0,25.0,11.5,80
1119,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",1,SE Marsh,4,14.0,12,0,144.0,34.1,300
1120,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",2,AM Rahane (c),46,104.0,145,0,108.0,40.2,332
1121,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",3,PSP Handscomb,18,46.0,65,0,31.0,8.3,137
1122,"25,26,27,28 March 2017 ",2016/17,2258,"Himachal Pradesh Cricket Association Stadium, Dharamsala",4,AM Rahane (c),38,27.0,44,0,46.0,13.6,106
1123,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",1,SD Hope,2,21.0,23,0,24.0,8.2,286
1124,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",2,Younis Khan,58,138.0,201,0,54.0,16.3,407
1125,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",3,SD Hope,6,14.0,18,0,72.0,20.3,152
1126,"21,22,23,24,25 April 2017 ",2017,2259,"Sabina Park, Kingston, Jamaica",4,Younis Khan,6,23.0,28,1,7.0,3.1,36
1127,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",1,SD Hope,5,30.0,52,0,13.0,5.3,312
1128,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",2,Younis Khan,0,9.0,16,0,156.0,56.2,393
1129,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",3,SD Hope,90,209.0,314,0,41.0,16.1,268
1130,"30 April, 01,02,03,04 May 2017 ",2017,2260,"Kensington Oval, Bridgetown, Barbados",4,Younis Khan,5,16.0,33,0,11.0,7.3,81
1131,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",1,Younis Khan,18,75.0,113,0,139.0,54.2,376
1132,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",2,SD Hope,29,116.0,174,0,69.0,30.6,247
1133,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",3,Younis Khan,35,73.0,115,0,8.0,6.6,174
1134,"10,11,12,13,14 May 2017 ",2017,2261,"Windsor Park, Roseau, Dominica",4,SD Hope,17,54.0,88,0,22.0,10.4,202
1135,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",1,JE Root (c),190,234.0,375,0,17.0,5.2,458
1136,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",2,JP Duminy,15,38.0,52,0,82.0,24.1,361
1137,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",3,JE Root (c),5,13.0,20,0,139.0,60.2,233
1138,"6,7,8,9 July 2017 ",2017,2262,"Lord's, London",4,JP Duminy,2,16.0,,0,12.0,9.1,119
1139,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",1,CR Ervine,160,256.0,347,0,38.0,11.5,356
1140,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",2,LD Chandimal (c),55,100.0,116,0,107.0,29.4,346
1141,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",3,CR Ervine,5,11.0,15,0,16.0,5.4,377
1142,"14,15,16,17,18 July 2017 ",2017,2263,"R.Premadasa Stadium, Khettarama, Colombo",4,LD Chandimal (c),15,17.0,20,0,108.0,32.1,391
1143,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",1,Q de Kock †,68,81.0,103,0,66.0,27.4,335
1144,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",2,JE Root (c),78,76.0,117,0,3.0,4.1,205
1145,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",3,Q de Kock †,1,4.0,5,0,153.0,42.5,343
1146,"14,15,16,17 July 2017 ",2017,2264,"Trent Bridge, Nottingham",4,JE Root (c),8,20.0,34,0,28.0,11.5,133
1147,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,1,V Kohli (c),3,8.0,15,0,280.0,54.1,600
1148,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,2,BKG Mendis,0,4.0,3.0,0,68.0,14.2,291
1149,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,3,V Kohli (c),103,136.0,158,0,56.0,16.5,240
1150,"26,27,28.29 July 2017 ",2017,2265,Galle International Stadium,4,BKG Mendis,36,71.0,92.0,0,29.0,5.4,245
1151,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",1,JE Root (c),29,56.0,71,0,64.0,22.5,353
1152,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",2,Q de Kock †,17,21.0,30,0,23.0,10.3,175
1153,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",3,JE Root (c),50,94.0,131,0,92.0,25.6,313
1154,"27,28,29,30,31 July 2017 ",2017,2266,"Kennington Oval, London",4,Q de Kock †,5,6.0,5,0,47.0,15.5,252
1155,"3, 4,5,6 August 2017 ",2017,2267,"Sinhalese Sports Club Ground, Colombo",1,V Kohli (c),13,29.0,31,0,109.0,30.4,622
1156,"3, 4,5,6 August 2017 ",2017,2267,"Sinhalese Sports Club Ground, Colombo",2,LD Chandimal (c),10,34.0,36,0,33.0,13.4,183
1157,"3, 4,5,6 August 2017 ",2017,2267,"Sinhalese Sports Club Ground, Colombo",3,PM Pushpakumara,16,58.0,58,0,198.0,54.5,386
1158,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",1,JE Root (c),52,101.0,135,0,92.0,36.3,362
1159,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",2,T Bavuma,46,93.0,122,0,47.0,11.3,226
1160,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",3,JE Root (c),49,106.0,140,0,30.0,10.6,243
1161,"4,5,6,7,August 2017 ",2017,2268,"Old Trafford, Manchester",4,T Bavuma,12,32.0,38,0,18.0,10.1,202
1162,"12,13,14 August 2017 ",2017,2269,Pallekele International Cricket Stadium,1,V Kohli (c),42,84.0,119,0,219.0,47.1,487
1163,"12,13,14 August 2017 ",2017,2269,Pallekele International Cricket Stadium,2,LD Chandimal (c),48,87.0,120,0,23.0,4.3,135
1164,"12,13,14 August 2017 ",2017,2269,Pallekele International Cricket Stadium,3,BKG Mendis,12,21.0,31,0,26.0,15.3,181
1165,"17,18,19, August 2017 - day/night match ",2017,2270,"Edgbaston, Birmingham",1,JE Root (c),136,189.0,287,0,39.0,7.3,514
1166,"17,18,19, August 2017 - day/night match ",2017,2270,"Edgbaston, Birmingham",2,SD Hope,15,33.0,55,0,45.0,16.6,168
1167,"17,18,19, August 2017 - day/night match ",2017,2270,"Edgbaston, Birmingham",3,SD Hope,4,30.0,37,0,41.0,10.1,137
1168,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",1,JE Root (c),59,98.0,156,0,26.0,10.4,258
1169,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",2,KA Hope,3,15.0,18,0,31.0,16.4,427
1170,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",3,JE Root (c),72,111.0,187,0,81.0,29.6,490
1171,"25,26,27,28,29 August 2017 ",2017,2271,"Headingley, Leeds",4,SD Hope,118,211.0,321,0,53.0,19.1,322
1172,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Sabbir Rahman,0,1.0,2,0,10.0,3.5,260
1173,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",2,NM Lyon,0,5.0,2,0,14.0,6.1,217
1174,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Imrul Kayes,2,18.0,28,0,61.0,27.1,221
1175,"27,28, 29,30 August 2017 ",2017,2272,"Shere Bangla National Stadium, Mirpur, Dhaka",4,SPD Smith (c),37,99.0,149,0,28.0,9.2,244
1176,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Mominul Haque,31,67.0,82,0,21.0,13.4,305
1177,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,PSP Handscomb,82,144.0,185,0,98.0,28.1,377
1178,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Nasir Hossain,5,18.0,26,0,32.0,12.6,157
1179,"04,05,06,07 September 2017 ",2017,2273,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,PSP Handscomb,16,14.0,28,0,44.0,9.1,87
1180,"7,8,9 September 2017 ",2017,2274,"Lord's, London",1,SD Hope,29,57.0,79,0,22.0,14.3,123
1181,"7,8,9 September 2017 ",2017,2274,"Lord's, London",2,JE Root (c),1,2.0,13,0,15.0,11.6,194
1182,"7,8,9 September 2017 ",2017,2274,"Lord's, London",3,SD Hope,62,144.0,232,0,21.0,9.5,177
1183,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",1,BKG Mendis,10,25.0,37,0,35.0,18.5,419
1184,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",2,Asad Shafiq,39,119.0,148,0,116.0,47.4,422
1185,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",3,BKG Mendis,18,72.0,95,0,33.0,18.5,138
1186,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",4,Asad Shafiq,20,44.0,52,0,7.0,4.3,114
1187,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",1,T Bavuma,31,87.0,118,0,411.0,117.3,496
1188,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",2,Mushfiqur Rahim (c),44,57.0,64,0,36.0,10.2,320
1189,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",3,T Bavuma,71,107.0,169,0,38.0,10.6,247
1190,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",4,Mushfiqur Rahim (c),16,55.0,77,0,0.0,0.6,90
1191,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",1,T Bavuma,7,12.0,14,0,276.0,58.4,573
1192,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",2,Mushfiqur Rahim (c),7,8.0,12,0,26.0,9.4,147
1193,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",3,Mushfiqur Rahim (c),26,45.0,78,0,29.0,8.5,172
1194,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,1,BKG Mendis,1,4.0,7,0,131.0,36.1,482
